TRELICA DE 942 BARRAS 
  244    1    1    1
    1    0    0    0      -84.      -84.     3744.
    2    0    0    0       84.      -84.     3744.
    3    0    0    0       84.       84.     3744.
    4    0    0    0      -84.       84.     3744.
    5    0    0    0      -84.      -84.     3600.
    6    0    0    0       84.      -84.     3600.
    7    0    0    0       84.       84.     3600.
    8    0    0    0      -84.       84.     3600.
    9    0    0    0      -84.      -84.     3456.
   10    0    0    0       84.      -84.     3456.
   11    0    0    0       84.       84.     3456.
   12    0    0    0      -84.       84.     3456.
   13    0    0    0      -84.      -84.     3312.
   14    0    0    0       84.      -84.     3312.
   15    0    0    0       84.       84.     3312.
   16    0    0    0      -84.       84.     3312.
   17    0    0    0      -84.      -84.     3168.
   18    0    0    0       84.      -84.     3168.
   19    0    0    0       84.       84.     3168.
   20    0    0    0      -84.       84.     3168.
   21    0    0    0      -84.      -84.     3024.
   22    0    0    0       84.      -84.     3024.
   23    0    0    0       84.       84.     3024.
   24    0    0    0      -84.       84.     3024.
   25    0    0    0     -210.        0.     2880.
   26    0    0    0     -168.     -168.     2880.
   27    0    0    0        0.     -210.     2880.
   28    0    0    0      168.     -168.     2880.
   29    0    0    0      210.        0.     2880.
   30    0    0    0      168.      168.     2880.
   31    0    0    0        0.      210.     2880.
   32    0    0    0     -168.      168.     2880.
   33    0    0    0     -210.        0.     2736.
   34    0    0    0     -168.     -168.     2736.
   35    0    0    0        0.     -210.     2736.
   36    0    0    0      168.     -168.     2736.
   37    0    0    0      210.        0.     2736.
   38    0    0    0      168.      168.     2736.
   39    0    0    0        0.      210.     2736.
   40    0    0    0     -168.      168.     2736.
   41    0    0    0     -210.        0.     2592.
   42    0    0    0     -168.     -168.     2592.
   43    0    0    0        0.     -210.     2592.
   44    0    0    0      168.     -168.     2592.
   45    0    0    0      210.        0.     2592.
   46    0    0    0      168.      168.     2592.
   47    0    0    0        0.      210.     2592.
   48    0    0    0     -168.      168.     2592.
   49    0    0    0     -210.        0.     2448.
   50    0    0    0     -168.     -168.     2448.
   51    0    0    0        0.     -210.     2448.
   52    0    0    0      168.     -168.     2448.
   53    0    0    0      210.        0.     2448.
   54    0    0    0      168.      168.     2448.
   55    0    0    0        0.      210.     2448.
   56    0    0    0     -168.      168.     2448.
   57    0    0    0     -210.        0.     2304.
   58    0    0    0     -168.     -168.     2304.
   59    0    0    0        0.     -210.     2304.
   60    0    0    0      168.     -168.     2304.
   61    0    0    0      210.        0.     2304.
   62    0    0    0      168.      168.     2304.
   63    0    0    0        0.      210.     2304.
   64    0    0    0     -168.      168.     2304.
   65    0    0    0     -210.        0.     2160.
   66    0    0    0     -168.     -168.     2160.
   67    0    0    0        0.     -210.     2160.
   68    0    0    0      168.     -168.     2160.
   69    0    0    0      210.        0.     2160.
   70    0    0    0      168.      168.     2160.
   71    0    0    0        0.      210.     2160.
   72    0    0    0     -168.      168.     2160.
   73    0    0    0     -210.        0.     2016.
   74    0    0    0     -168.     -168.     2016.
   75    0    0    0        0.     -210.     2016.
   76    0    0    0      168.     -168.     2016.
   77    0    0    0      210.        0.     2016.
