*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*
Algorithm: Differential Evolution
Constrainth handling method: DEB
Function: 21
Case: continuous
Seed: 11
Parents size: 50
Offsprings size: 50
maxFe: 36000
CR: 0.9
F: 0.6
rweights: -
*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*
ngen ObjectiveFunction ViolationSum ProjectVariables
50 0.007382555338333983 0.4084608793289072 4.63418403392045 0.4451221311068324 0.05
100 0.007382555338333983 0.4084608793289072 4.63418403392045 0.4451221311068324 0.05
150 0.14457205984588564 0.05876065738133451 15 0.7990660561495561 0.10316357472663337
200 0.045106551243574294 0 14.894460910531267 0.6764533485886897 0.06282445313421575
250 0.019243866401355794 0 9.91859517488829 0.4612962026674089 0.05916211514920413
300 0.019243866401355794 0 9.91859517488829 0.4612962026674089 0.05916211514920413
350 0.019243866401355794 0 9.91859517488829 0.4612962026674089 0.05916211514920413
400 0.019243866401355794 0 9.91859517488829 0.4612962026674089 0.05916211514920413
450 0.019243866401355794 0 9.91859517488829 0.4612962026674089 0.05916211514920413
500 0.01610231519401598 0 9.260497161580755 0.4428380885970155 0.05682545152289422
550 0.01610231519401598 0 9.260497161580755 0.4428380885970155 0.05682545152289422
600 0.01610231519401598 0 9.260497161580755 0.4428380885970155 0.05682545152289422
650 0.01610231519401598 0 9.260497161580755 0.4428380885970155 0.05682545152289422
700 0.01610231519401598 0 9.260497161580755 0.4428380885970155 0.05682545152289422
750 0.01610231519401598 0 9.260497161580755 0.4428380885970155 0.05682545152289422
800 0.01610231519401598 0 9.260497161580755 0.4428380885970155 0.05682545152289422
850 0.01610231519401598 0 9.260497161580755 0.4428380885970155 0.05682545152289422
900 0.01610231519401598 0 9.260497161580755 0.4428380885970155 0.05682545152289422
950 0.01475129325401911 0 7.622441813296669 0.47851780629070806 0.05660090171826588
1000 0.01475129325401911 0 7.622441813296669 0.47851780629070806 0.05660090171826588
1050 0.01475129325401911 0 7.622441813296669 0.47851780629070806 0.05660090171826588
1100 0.01475129325401911 0 7.622441813296669 0.47851780629070806 0.05660090171826588
1150 0.01475129325401911 0 7.622441813296669 0.47851780629070806 0.05660090171826588
1200 0.01475129325401911 0 7.622441813296669 0.47851780629070806 0.05660090171826588
1250 0.01475129325401911 0 7.622441813296669 0.47851780629070806 0.05660090171826588
1300 0.01475129325401911 0 7.622441813296669 0.47851780629070806 0.05660090171826588
1350 0.01475129325401911 0 7.622441813296669 0.47851780629070806 0.05660090171826588
1400 0.01456883474255036 0 9.140604663343858 0.42700904833793674 0.05534004246440058
1450 0.014464480250785757 0 5.7542572910828245 0.5392938852663919 0.05881235429600659
1500 0.014464480250785757 0 5.7542572910828245 0.5392938852663919 0.05881235429600659
1550 0.01411262959228747 0 9.258549993930458 0.4158491937499985 0.05490283989118918
1600 0.014012774003318849 0 8.048987686505754 0.4488869419136824 0.055735566010896985
1650 0.013657998688355596 0 11.970365628270777 0.3599643213417875 0.05211466119147553
1700 0.013213022479136484 0 9.557729702039307 0.39832338613418405 0.05357311727974767
1750 0.013213022479136484 0 9.557729702039307 0.39832338613418405 0.05357311727974767
